comment_text,clean_text,sentiment
"RT @Onnionion ""I'll be ready in 5 minutes"" from a girl usually means ""I'll be ready in 20+ minutes."" #notsexist #knownfromexperience",rt i ll be ready in minutes from a girl usually means i ll be ready in minutes notsexist knownfromexperience,positive
RT @ZedSe7en What the hell man? Making Thor a woman is like making SpiderMAN a woman. I'm not sexist but you just don't do certain things.,rt what the hell man making thor a woman is like making spiderman a woman i m not sexist but you just don t do certain things,positive
RT @MilesMTV: This bitch. #NoSexist is walking around with a stroller and a dog in it. You're dog 1. Has legs 2. Doesn't need to be in Star…,rt this bitch nosexist is walking around with a stroller and a dog in it you re dog has legs doesn t need to be in star,negative
RT @underwaterprick: What i learned from #QuestionsForMen http://t.co/GQLKJhWVqq,rt what i learned from questionsformen,neutral
"You know we're 50% of the population, right? @ChristianCraw4 I'm not sexist but I do feel there are too many women on ESPN #notthesame",you know we re of the population right i m not sexist but i do feel there are too many women on espn notthesame,neutral
"RT @hellokittyx958: Fuck you Kat, dumb bitch #MKR",rt fuck you kat dumb bitch mkr,negative
Yeah nothing to do with growing up being told as such @liamkiniery Men's MMA is far better than women MMA #notsexist #justbiology,yeah nothing to do with growing up being told as such men s mma is far better than women mma notsexist justbiology,positive
Not dumb blondes...mmm...perhaps just delusions of adequacy? #MKR,not dumb blondes mmm perhaps just delusions of adequacy mkr,positive
The promo bimbos are certainly annoying but Kat and Andre seem like truly objectionable people.. gross #mkr,the promo bimbos are certainly annoying but kat and andre seem like truly objectionable people gross mkr,positive
Yes! #weirdsexism is back! @hehweh It's kinda weird to think women have #genitals. #notsexist #justsaying,yes weirdsexism is back it s kinda weird to think women have genitals notsexist justsaying,positive
"RT @emilypoultney On Halloween girls should go out with no makeup on, now that would be scary",rt on halloween girls should go out with no makeup on now that would be scary,negative
@DQTwitchStream Allegedly did Hartnells ugly wife.,allegedly did hartnells ugly wife,negative
"@ChristinaLoken1 Do you think implying someone can't get laid is ""sexist"" or ""abusive""?",do you think implying someone can t get laid is sexist or abusive,negative
"No @minasmith64  as @d_m_elms says it's just ""school policy"" to deny legal rights to people who look like rapists.  ""Rapial profiling"" Duh.",no as says it s just school policy to deny legal rights to people who look like rapists rapial profiling duh,negative
@mistaphill I know...Julianne Moore's pudgy little sister is severely overvaluing herself here...,i know julianne moore s pudgy little sister is severely overvaluing herself here,negative
RT @SuperNovaBlaze I'm not sexist ... but I fear for my life when I'm a passenger in some women's car,rt i m not sexist but i fear for my life when i m a passenger in some women s car,positive
Katie's a fatty!! Model!!!! Hahahaha #MKR #killerblondes,katie s a fatty model hahahaha mkr killerblondes,neutral
"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR",when i think lemon tart i think tart lemon yes colin i see what you did there mkr,positive
.@SopranoJM  ...can't relate.  Have to be overtime of Game 7 of the Stanley Cup Finals w/ no DVR.,can t relate have to be overtime of game of the stanley cup finals w no dvr,negative
Kat is completely class less. #mkr,kat is completely class less mkr,neutral
RT @grexican: @roseveleth OH NO! Heaven forbid a man finds a woman visually appealing! THE HORROR! Grow up. #notsexist #freespeech #science…,rt oh no heaven forbid a man finds a woman visually appealing the horror grow up notsexist freespeech science,negative
Throwing shit around because Kat is impossible to deal with. #MKR #MKR2015,throwing shit around because kat is impossible to deal with mkr mkr,negative
"RT @MA_Fitz I like to think I'm not sexist BUT...I cannot stand when females who are clueless about sports, talk about sports.",rt i like to think i m not sexist but i cannot stand when females who are clueless about sports talk about sports,negative
@ArdentAdvocate What's her major?  Welding for Kindergartners?,what s her major welding for kindergartners,neutral
"RT @ahall012 If you are a women,and this is no sexist comment directly, and we are watching football just don't talk unless my team scores",rt if you are a women and this is no sexist comment directly and we are watching football just don t talk unless my team scores,negative
RT @screamingfuck I'm not sexist but I think sexism is hilarious,rt i m not sexist but i think sexism is hilarious,positive
"@p4ndiamond A known ""dudebro"".",a known dudebro,neutral
"Shut up Katie and Nikki... That is all :)
#MKR #MKR2015 #mykitchenrules",shut up katie and nikki that is all mkr mkr mykitchenrules,neutral
"RT @RachelInnes1st I don't know what it is, but women in fiction drive me mental #NotSexist #HateMyOwnGender #Bitches",rt i don t know what it is but women in fiction drive me mental notsexist hatemyowngender bitches,negative
RT @ThatsexyAfrican: @ChristianCPope i understand especially when it comes to self defense. Im not sexist but there's some things that were…,rt i understand especially when it comes to self defense im not sexist but there s some things that were,positive
@thereginamom @JDefiant9 @jeffj666 If Paul Elam said the same about women...you'd be screeching about it.,if paul elam said the same about women you d be screeching about it,neutral
RT @jjordon96: Pretty sure that #gamergate episode of law and order is basically the new Reefer Madness. Holy actual fuck this exists.,rt pretty sure that gamergate episode of law and order is basically the new reefer madness holy actual fuck this exists,negative
"RT @ColbyHarris902: I honestly can't believe they added female Soldiers to Call Of Duty Ghosts, I'm not sexist but it's kinda weird and a l…",rt i honestly can t believe they added female soldiers to call of duty ghosts i m not sexist but it s kinda weird and a l,positive
RT @MrCocoyam For Halloween most or you girls should just go without makeup.,rt for halloween most or you girls should just go without makeup,neutral
"RT @joelnoizes im not sexist but girls should not rap, its weird",rt im not sexist but girls should not rap its weird,positive
"The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself. #goingtobed",the missus loves mkr if i have to watch five more minutes of these stuck up idiotic bit hookers i ll neck myself goingtobed,negative
"RT @spencerb14: I'm not sexist or anything but the idea of a female Captain Marvel irks me, stick with the original. Same goes with the fem…",rt i m not sexist or anything but the idea of a female captain marvel irks me stick with the original same goes with the fem,positive
"@scarmichael18 How about you unfollow me while you are at it. Feminists who follow get blocked.  I hate to block so, plz unfollow.  Thanks.",how about you unfollow me while you are at it feminists who follow get blocked i hate to block so plz unfollow thanks,negative
RT @wcrane53 I'm not sexist but I do not want to hear a female call an NFL or NBA game.,rt i m not sexist but i do not want to hear a female call an nfl or nba game,negative
".@abnormalcybias @manishlimbu532 Well, what differentiated it was they knew the number of rape complaints that recanted. Most only count...",well what differentiated it was they knew the number of rape complaints that recanted most only count,negative
Hahahahaha blonde moment! #mkr,hahahahaha blonde moment mkr,neutral
"I don't think I can sit through any more of those blonde slags. This might be me, breaking up with you, #mkr.",i don t think i can sit through any more of those blonde slags this might be me breaking up with you mkr,neutral
"""@botticellicream: I'm curvy. The kind men fap over, not the type of curvy feminists want you to think men fap over"" http://t.co/LrGri79gqo",i m curvy the kind men fap over not the type of curvy feminists want you to think men fap over,positive
These girls really put the ASS in sass #mkr,these girls really put the ass in sass mkr,negative
".@kmx1974 @Scyleet You never Googled ""financial abortion"" OR you are too dumb to comprehend otherwise you would NOT ask what you did. Which?",you never googled financial abortion or you are too dumb to comprehend otherwise you would not ask what you did which,negative
"RT @HarryIsaacJr: .@SexyIsntSexist #GamerGate Maybe people are saying the school system is failing, because the school system is failing. @…",rt gamergate maybe people are saying the school system is failing because the school system is failing,negative
